,Unnamed: 0,copyright,creditline,createdate,division,period,totalpageviews,accessionyear,classification,primaryimageurl,style,commentary,technique,description,medium,title,accessionmethod,provenance,dated,department,dateend,people,url,century,objectnumber,labeltext,culture,objectid,dimensions
24934,34,,"Harvard Art Museums/Fogg Museum, Anonymous Loan",2005-03-25T00:00:00-05:00,Modern and Contemporary Art,,272,,Prints,https://nrs.harvard.edu/urn-3:HUAM:INV044740_dynmc,,"Sandri has imagined the spiritual portrait of Italy's greatest Romantic poet, Giacomo Leopardi (1798-1837), basing his image on lifetime painted portraits of the sickly, melancholic Leopardi.  Sandri himself suffered from mental illness: the lithograph is dated to the year preceding his first entrance into an insane asylum. He would be repeatedly hospitalized until his death, in the hospital, in 1937.  Sandri's intense image of the author, whose suffering from physical ills and unconsummated loves was the basis for his tragic poetry, must derive some of its affecting introspective mood from the artist's own troubled mind. 

Sandri's work has received critical attention in Italy, most recently in exhibitions in Milan (2001,S. Ambrogio Museum, ""From sufferance to faith"") and Rome (2002, Palazzo delle Esposizioni, ""Art, madness, a language of the soul""). It seems as if the emphasis was placed on his drawn portraits of fellow patients, as well as his landscapes, which seem to be greatly appreciated by critics.  In 1965, the critic L. Bracchi, on the occasion of a posthumous exhibition in Saronno, wrote, ""I recall above all his graphic work which is impressive. From a psychological point of view I especially recall the splendid drawings of the lunatics. They are real portraits carried out with a dedication worthy of Dürer. They are precise even if simple pencil drawings. We must not forget his paintings that show his love of nature which he shows simply as if through the eyes of an innocent child, which our friend Sandri was."" These sentiments are typical of later criticism as well. 

This portrait of the dead Leopardi, apparently imagined at night under a grape arbor, embodies the same synthesis of portrait draftsmanship and a sensibility toward nature. Beyond the artistic quality of the image, this is a remarkably sensitive blend of lithographic crayon and tusche, printed with exquisite delicacy on a toned sheet of laid paper.  The grain of the paper shows through the expanses of black wash, harmonizing them with the luminous features of the poet, which are realized in crayon.",Lithograph,,,Giacomo Leopardi,Not Recorded,,1923,Department of Prints,1923,"[{'role': 'Artist', 'birthplace': 'Rossignlione, Genoa, Italy', 'gender': 'unknown', 'displaydate': '1892 - 1959', 'prefix': None, 'culture': 'Italian', 'displayname': 'Gino Sandri', 'alphasort': 'Sandri, Gino', 'name': 'Gino Sandri', 'personid': 25448, 'deathplace': None, 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/49587,20th century,22.2005,,Italian,49587,stone: 40 x 30 cm (15 3/4 x 11 13/16 in.)
25109,9,,"Harvard Art Museums/Fogg Museum, Anonymous Loan",2005-03-08T00:00:00-05:00,Modern and Contemporary Art,,108,,Prints,https://nrs.harvard.edu/urn-3:HUAM:INV044746_dynmc,,"This is one of Disertori's most elaborate compositions, in an excellent proof impression prior to the completion of the inscription in the lower margin.  It is one of three planet subjects, the others being Mars and Mercury, all with the same approximate composition.  This is, however, the most engaging, with its view of S. Gimignano in the midst of an intramural war.  The towers of the medieval city were supposed to have been constructed as acts of rivalry among its wealthy resident families, but the idea of siege engines, flaming barrages from catapults, and executed traitors seems to have been Disertori's fantasy.  Were hostilities provoked by rape, adultery, and other acts of illicit love, sparked by the planetary goddess above? 

The inscription in a somewhat garbled Latin claims, however, that Venus will bring peace:  ""[as translated into Italian in the catalogue raisonne] Salve o Venere cacciatrice di bellezza, rinata in cielo dalla stella soave per portare pace nella bella città.""  Drawings survive that show that Disertori derived the siege engines and other instruments of war from several medieval visual sources, including the Paris 1483 edition of Valturio's ""De re militari"" and manuscripts in Italian archives.  The archaism is characteristic: Disertori was also a great student of early music, and his personal collection of books, manuscripts, scores, and instruments is still preserved, in Il Fondo ""Benvenuto Disertori"" of the Biblioteca Nazionale Braidense, in Milan.",Etching,,,The Planet Venus,Not Recorded,,1923-1924,Department of Prints,1924,"[{'role': 'Artist', 'birthplace': 'Trento (Trieste), Italy', 'gender': 'unknown', 'displaydate': '1887 - 1969', 'prefix': None, 'culture': 'Italian', 'displayname': 'Benvenuto Disertori', 'alphasort': 'Disertori, Benvenuto', 'name': 'Benvenuto Disertori', 'personid': 25413, 'deathplace': 'Milan, Italy', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/50001,20th century,20.2005,,Italian,50001,plate: 41 x 29 cm (16 1/8 x 11 7/16 in.)
25218,18,"© Helen Frankenthaler / Artists Rights Society (ARS), New York","Harvard Art Museums/Fogg Museum, Gift of Mr. and Mrs. Herbert C. Lee",2003-04-04T00:00:00-05:00,Modern and Contemporary Art,,950,2003.0,Paintings,,,"Helen Frankenthaler was a leading member of the second generation of Abstract Expressionists. Her ""soak-stain"" painting technique had a significant impact on artists of 1950s and 1960s, particularly on Kenneth Noland and Morris Louis, who are both represented in the Fogg's collection. Corona was created during a period of transition when the artist began to combine her stain technique with areas of dense impasto. This work, along with Rex, is the first painting by the artist to enter the collection.",,"A large, horizontally oriented acrylic on canvas. The dominant ochre/orange color of the background is soaked into the unprimed canvas using Frankenthaler's traditional stain painting technique. Broad areas of green seem to have been applied over the ochre, but with a similarly thin and wash-like paint. The most prominent element in the work is the horizontal strip of yellow impasto that runs across the canvas, about a third of the way up from the bottom. The matte surface is also flecked with other splotches of thicker paint, in gray, pink, and orange.",Acrylic paint on canvas,Corona,Gift,"Herbert and Mildred Lee, Boston, Massachusetts, gift; to Harvard University Art Museums, 2003.
",1979,Department of Modern & Contemporary Art,1979,"[{'role': 'Artist', 'birthplace': 'New York NY', 'gender': 'female', 'displaydate': '1928 - 2011', 'prefix': None, 'culture': 'American', 'displayname': 'Helen Frankenthaler', 'alphasort': 'Frankenthaler, Helen', 'name': 'Helen Frankenthaler', 'personid': 20856, 'deathplace': 'Darien, Connecticut', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/50187,20th century,2003.50,,American,50187,167.64 x 243.84 cm (66 x 96 in.)
25565,65,© Estate of Robert S. Neuman ,"Harvard Art Museums/Fogg Museum, Anonymous Gift",2003-11-19T00:00:00-05:00,Modern and Contemporary Art,,65,2003.0,Paintings,,,"After serving in the army, then studying at the San Francisco Art Institute, Neuman lived in Oakland, California, in 1951-52.  He made a series of dense, abstract black paintngs: one of the earliest was ""Small Black Painting"".  At the time he had recently become aware of the work of Clifford Still, Richard Diebenkorn, David Park, and other California artists.  For a decade, Neuman worked in a powerful, individual manner, in a style that puts him in the mainstream of this era.",,"This work is executed primarily in blacks and dark browns, with touches of pale green and white, with several broad strokes of orange/red at the left.  The thick, tar-like surface is dense and very rough; the paint has been dripped, splattered, gouged, and scratched in places.  Above the center are two large ""5""s, one in reverse.  The painter has scratched his last name on the surface at the right.  Neuman made the frame.",Oil on masonite,Small Black Painting,Gift,"Private Collector, gift; to Harvard University Art Museums, 2003.",1952,Department of Modern & Contemporary Art,1952,"[{'role': 'Artist', 'birthplace': 'Kellogg, Idaho', 'gender': 'male', 'displaydate': '1926-2015', 'prefix': None, 'culture': 'American', 'displayname': 'Robert S. Neuman', 'alphasort': 'Neuman, Robert S.', 'name': 'Robert S. Neuman', 'personid': 35152, 'deathplace': 'Boston, Massachusetts', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/50597,20th century,2003.276,,American,50597,99.1 x 121.9 cm (39 x 48 in.)
25733,33,,"Harvard Art Museums/Fogg Museum, Gift of Phyllis Hattis and William Rubin",2005-01-10T00:00:00-05:00,Modern and Contemporary Art,,57,2004.0,Paintings,,,"Hassel Smith is an important if underappreciated exponent of what might be called California Expressionism. Teaching at the California School of Fine Arts in the late 40s, he came to know Clyfford Still, David Park, and Richard Deibenkorn. Golden Spur, which is strongly influenced by Pollack's late manner, comes after Smith found his own style of abstraction, which is lively, witty, and decorative, but before he turned to figuration. In addition to providing a valuable didactic comparison to our Pollack as well as late 50's works by East Coast artists (Kelly, Stella, etc.), Golden Spur will hopefully form the nucleus for further collection of West Coast painters of the 50s and 60s.",,"A large vertical abstract painting, unframed, featuring white brush strokes over a dark ground.",Oil on canvas,Golden Spur,Gift,"Hassel Smith; to Hedy Lamarr, Beverly Hill, California. [Sotheby's Los Angeles, 1981], sold; to Phyllis Hattis, New York, New York, gift; to Harvard University Art Museums, 2004.",1959,Department of Modern & Contemporary Art,1959,"[{'role': 'Artist', 'birthplace': 'Sturgis, Michigan', 'gender': 'unknown', 'displaydate': '1915 - 2007', 'prefix': None, 'culture': 'American', 'displayname': 'Hassel Smith', 'alphasort': 'Smith, Hassel', 'name': 'Hassel Smith', 'personid': 25212, 'deathplace': 'Wiltshire, England', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/50798,20th century,2004.216,,American,50798,181.61 x 86.36 cm (71 1/2 x 34 in.)
26281,81,,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of the Committee for the Excavation of Antioch and its Vicinity",2005-02-11T00:00:00-05:00,Asian and Mediterranean Art,Roman Imperial period,84,1939.0,Mosaics,https://nrs.harvard.edu/urn-3:HUAM:DDC109425_dynmc,,"The composition likely represents Venus and her consort Adonis in a private moment prior to Adonis’ departure for the hunt. The couple appear in one other instance at Antioch in the Atrium House where they are shown enthroned (1). 

The panel comes from the House of the Green Carpet near Daphne, a suburb of Antioch in modern-day Hatay, Turkey. It was found during the 1936 excavations led by the Committee for the Excavation of Antioch and its Vicinity.

1. See Princeton Museum inv. 40.156; R. Stillwell and G. Elderkin, Antioch-on-the-Orontes I (Princeton: Committee for the Excavation of Antioch and its Vicinity, 1934), 42, 47-48, fig. 9; Doro Levi, Antioch Mosaic Pavements (Princeton University Press, 1947), 24-25, pl. 2a.",,"This series of four mosaic fragments depicts a man and woman seated together on a couch with a pink canopy raised above their heads. The woman wears a dark purple himation with a golden border that drapes across her lap, and a dome-shaped golden crown. She raises her right arm above her head and holds a yellow fruit between her fingers.  On the right are the man’s lower legs and two feet, crossed at the ankle and resting on a stool.  He wears high-laced buskins and a long, pleated garment.  Two erotes complete the composition: one stands at the man’s feet peddling goods from his basket and the second floats above the couple on the right, holding one edge of the canopy. 

The figural scene is framed by a border of guilloche followed by a pattern of heraldic birds that alternate with flowering plants.",stone tesserae mosaic,Mosaic with Two Figures Seated on a Couch: Side Panel of Bird and Plant Border (one of four panels from a floor),Gift,"House of the Green Carpet, Antioch, DH 30Q (Turkey, Hatay). Excavated by the Syrian Department of Antiquities (later the Hatay government) and the Committee for the Excavation of Antioch and Its Vicinity (1937), dispersed; to Fogg Museum of Art, 1939.
",3rd century CE,Department of Ancient and Byzantine Art & Numismatics,300,,https://www.harvardartmuseums.org/collections/object/51380,3rd century CE,1939.146.C,,Roman,51380,H. 132.1 cm h x W. 96.5 cm w x D. 7.6 cm d (52 x 38 x 3 in.)
26430,30,"© Richard Serra / Artists Rights Society (ARS), New York","Harvard Art Museums/Fogg Museum, Anonymous Loan",2004-12-16T00:00:00-05:00,Modern and Contemporary Art,,748,,Prints,,,"This print was produced as a benefit for a Kerry-Edwards political action committee. It was the alternate, so to speak, to a portfolio of ten prints by ten different artists; all of these were produced by Gemini (GEL).  The portfolio also included this image by Serra, but in much reduced dimensions and with the inscription and much of the smudgy background eliminated.  This large image must reproduce far more faithfully the original drawing by the artist. Serra's work is resolutely abstract; that the political imperative of the moment moved him to figuration makes this poster especially interesting. One wonders whether its impact will remain so strong after the photograph of a tortured Iraqi prisoner on which it was based has faded from our collective memory. There is, of course, a long history of printed images of war-time atrocities, and those by Goya, for instance, remain as searing as ever.",Photolithograph,,,Stop B S,Not Recorded,,2004,Department of Prints,2004,"[{'role': 'Artist', 'birthplace': 'San Francisco, CA', 'gender': 'male', 'displaydate': '1938 - 2024', 'prefix': None, 'culture': 'American', 'displayname': 'Richard Serra', 'alphasort': 'Serra, Richard', 'name': 'Richard Serra', 'personid': 28626, 'deathplace': 'Orient, NY', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/51545,21st century,5.2005,,American,51545,"image: 150 x 122.5 cm (59 1/16 x 48 1/4 in.)
framed: 157.8 x 130.1 x 5 cm (62 1/8 x 51 1/4 x 1 15/16 in.)"
28513,13,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University",2004-12-20T00:00:00-05:00,Asian and Mediterranean Art,Roman Imperial period,4,1977.0,Vessels,https://nrs.harvard.edu/urn-3:HUAM:INV012973_dynmc,,"A bowl is an open-shaped vessel, wider than it is tall. Bowls were most often used to hold food.",Free-blown glass,"Bowl; ring foot, flares to mouth. Intact; dirt accretions on interior and base of foot covering blue-green iridescence.

Classificaton: Isings form 41b","Blue-green glass
",Bowl,Transfer,"Department of the Classics, Harvard University, Cambridge, MA (by 1977), transfer; to the Fogg Art Museum, 1977.",1st-2nd century CE,Department of Ancient and Byzantine Art & Numismatics,200,,https://www.harvardartmuseums.org/collections/object/53745,1st-2nd century CE,1977.216.1861,,Roman,53745,H. 5.5 x W. 9.3 x Base diam. 6.1 cm (2 3/16 x 3 11/16 x 2 3/8 in.)
28749,49,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University, G. G. Van Rensselaer Fund",2004-12-08T00:00:00-05:00,Asian and Mediterranean Art,Roman period,5,1977.0,Vessels,https://nrs.harvard.edu/urn-3:HUAM:INV012761_dynmc,,"A jug is a vessel for holding and serving liquids, generally bulbous in shape with a long neck and handle(s).",Free-blown glass,"Jug; flattened spherical body, long neck, trefoil mouth, applied ribbon handle. Intact, except for small fragment missing from side; white and light brown accretions on interior.

Classification: Isings form 14","Pale green glass
",Jug,Transfer,"Luigi Palma di Cesnola, Cyprus, Greece (c. 1865-1872), sold; to the Metropolitan Museum of Art (1872-by 1977), sold; to the Department of the Classics, Harvard University, Cambridge, MA (by 1977), transfer; to the Fogg Art Museum, 1977.",1st-3rd century CE,Department of Ancient and Byzantine Art & Numismatics,400,,https://www.harvardartmuseums.org/collections/object/54142,1st-3rd century CE,1977.216.3386.A,,Roman,54142,14.1 x 9.7 cm (5 9/16 x 3 13/16 in.)
28945,45,,"Harvard Art Museums/Arthur M. Sackler Museum, Partial gift of the Walter C. Sedgwick Foundation and partial purchase through the Louise Haskell Daly Fund",2004-04-01T00:00:00-05:00,Asian and Mediterranean Art,"Zhou dynasty, Western Zhou period, c. 1050-771 BCE",65,2006.0,Vessels,https://nrs.harvard.edu/urn-3:HUAM:CARP09331_dynmc,,"Compare to:
Jar of different form but with similar decoration and glaze excavated from a Western Zhou site in Longyou county, Quzhou, Zhejiang province, now in the Quzhou Museum. See Zhongguo taoci quanji [The Complete Works of Chinese Ceramics], vol. 2: Xia, Shang, Zhou, Chunqiu, Zhanguo [Xia, Shang, Zhou, Spring and Autumn, and Warring States periods] (Shanghai: Shanghai renmin meishu chubanshe, 2000), no. 100, pp. 112 and 256.
",,"Jar with articulated lip, straight sides, and flat base; light gray stoneware with thin olive-green ash glaze over incised and applique decoration. From Jiangsu or Zhejiang province.",Proto-porcelain: stoneware with thin ash glaze,Jar,Partial Gift/Partial Purchase,"[Uragami Sokyu-do Co., Ltd., Tokyo, 2004] sold; to Walter C. Sedgwick Foundation, Woodside, CA (2004-2006), partial gift; to Harvard University Art Museums, 2006.",9th-8th century BCE,Department of Asian Art,-700,,https://www.harvardartmuseums.org/collections/object/54471,9th-8th century BCE,2006.170.129,,Chinese,54471,H. 22.2 x Diam. 19.2 cm (8 3/4 x 7 9/16 in.)
